NAME,TYPE,COMMENT,Category,Reason,Sample_Data,ADDR,CLUSTER,CUSTOM,CUSTOM1,CUSTOM2,CUSTOM3,CUSTOM4,CUSTOM5,CUSTOM6,CUSTOM7,CUSTOM8,DEADBAND,EDITCODE,ENG_FULL,ENG_UNITS,ENG_ZERO,EQUIP,FORMAT,HISTORIAN,ITEM,LINKED,OID,RAW_FULL,RAW_ZERO,REF1,REF2,TAGGENLINK,UNIT,Group,Group_Reason,change_count,change_status
MC1_GKB707_AO,REAL,7#三旋给矿泵频率给定,probable,给矿泵的频率给定值决定了旋流器的给矿压力和流量，直接影响旋流器的离心分级效果和溢流细度，是决定矿物解离度的核心控制量。,,%MW206,,,,,,,,,,,,,,,,,,,,,0x0001b506,,,,,,MC1_IODev,C,涉及7#三旋给矿泵，属于公用分级旋流器群设备,0,Dead
MC1_GKB707_HZ,REAL,7#三旋给矿泵频率反馈,probable,给矿泵的频率反馈值代表了设备实际运行的转速，直接关联旋流器入料压力和系统动力学状态，与精矿品位有明确的因果关系。,,%MW208,,,,,,,,,,,,,,,,,,,,,0x0001b507,,,,,,MC1_IODev,C,涉及7#三旋给矿泵，属于公用分级旋流器群设备,77135,Active
MC1_GKB707_DL,REAL,7#三旋给矿泵电流,probable,给矿泵电流大小不仅与转速有关，还直接与输送矿浆的浓度（比重）呈正相关。结合频率可以反推入料浓度，是判断分级效果的核心连续变量。,,%MW210,,,,,,,,,,,,,,,,,,,,,0x0001b508,,,,,,MC1_IODev,C,涉及7#三旋给矿泵，属于公用分级旋流器群设备,417025,Active
MC1_GKB708_AO,REAL,8#三旋给矿泵频率给定,probable,旋流器给矿泵频率给定直接决定泵的出力和旋流器给矿压力，属于调节旋流器分级粒度的核心操作手柄。,,%MW216,,,,,,,,,,,,,,,,,,,,,0x0001b50b,,,,,,MC1_IODev,C,涉及8#三旋给矿泵，属于公用分级旋流器群设备,0,Dead
MC1_GKB708_HZ,REAL,8#三旋给矿泵频率反馈,probable,旋流器给矿泵频率反馈是泵实际出力的真实体现，直接反映压力和流量状态，是影响后续分离效果的关键变量。,,%MW218,,,,,,,,,,,,,,,,,,,,,0x0001b50c,,,,,,MC1_IODev,C,涉及8#三旋给矿泵，属于公用分级旋流器群设备,154022,Active
MC1_GKB708_DL,REAL,8#三旋给矿泵电流,probable,泵电流是矿浆浓度和流量的物理表征，矿浆比重的波动会直接体现在电流上，对预测旋流器是否跑粗至关重要。,,%MW220,,,,,,,,,,,,,,,,,,,,,0x0001b50d,,,,,,MC1_IODev,C,涉及8#三旋给矿泵，属于公用分级旋流器群设备,481000,Active
FX_ZJB1403_I,REAL,渣浆泵(精矿泵)1403电流反馈,questionable,与1401泵相同，该并行精矿泵的电流反馈也实时折射出底流矿浆的密度与流变学特征。细泥罩盖或粗颗粒沉槽等异常，均可能在此处留下电流波动的痕迹，具有潜在关联特征。,暂无采样记录,%MW644,,,,,,,,,,,,,,,,,,,,,0x0000f172,,,,,,FX2_IODev,C,渣浆泵1403属于公用设备，无系列标识，属于全厂共享的泵类设备,59,Active
FX_LT_601,REAL,二次NaOH贮药箱(贮罐)液位,questionable,虽然它只是二次NaOH贮药箱的液位，但其一阶导数（液位下降率）完美等价于NaOH的实时消耗量。反浮选必须苛刻维持11.0-11.5的pH值，当原矿中碳酸盐（如菱铁矿）波动引起强烈缓冲时，NaOH的消耗速率会出现异动。此变量的下降斜率包含了矿相干扰的重要隐蔽信息。,暂无采样记录,%MW850,,,,,,,,,,,,,,,,,,,,,0x0000f1a8,,,,,,FX2_IODev,C,二次NaOH贮药箱属于药剂原液制备与储存系统，是全厂公用的中央制药站设备,94626,Active
FX_LT_631_SP,REAL,热水桶液位设定,questionable,热水桶液位设定与浮选加温系统紧密相关。加温是保障捕收剂溶解度和活性的热力学前提。液位设定的波动可能隐含了补水系统或热量平衡的宏观扰动，对反映系统热工状态有潜在辅助挖掘价值。,暂无采样记录,%MW1474,,,,,,,,,,,,,,,,,,,,,0x0000f27e,,,,,,FX2_IODev,C,热水桶属于TP配药系统的公用加热设备，无系列标识,1,LowChange
FX_FT_622a_LJ,LONG,输送二次TD-Ⅱ螺杆泵2301出口管道流量累积,probable,虽为累积量，但其时间序列上的一阶差分（或差商）可完美还原二次TD-Ⅱ捕收剂的瞬时加药量。由于捕收剂用量及其与钙离子的配比直接决定石英的疏水浮出率，具备极高的特征工程转化价值。,暂无采样记录,%MW1132,,,,,,,,,,,,,,,,,,,,,0x0000f723,,,,,,FX2_IODev,A,螺杆泵2301属于1#二次TD-Ⅱ系统，是专供新1#的药剂投加设备,270220,Active
FX_FT_642a_LJ,LONG,输送一次CaO化工泵2201出口流量累积,probable,累积量本身递增，但对其做时间差分可得到一次CaO的瞬时加入速率。CaO是活化石英的核心药剂，游离钙离子的浓度决定了捕收剂的作用靶点，衍生特征极其关键。,暂无采样记录,%MW1148,,,,,,,,,,,,,,,,,,,,,0x0000f72b,,,,,,FX2_IODev,C,化工泵2201属于一次CaO投加系统，是全厂公用的药剂输送设备,1307502,Active
FX_FT_601a_LJ,LONG,输送二次NaOH螺杆泵2701出口管道流量累积,probable,对二次NaOH累积量做差分处理即可得出瞬时加碱量。浮选要求11.0~11.5的严苛pH区间，加碱量的动态变化直接反映了系统应对原矿酸碱缓冲性扰动的操作。,暂无采样记录,%MW1100,,,,,,,,,,,,,,,,,,,,,0x0000f740,,,,,,FX2_IODev,C,螺杆泵2701属于二次NaOH输送系统，是全厂公用的药剂输送设备,1,LowChange
FX_FT_612a_LJ,LONG,输送二次K6-1螺杆泵2501出口管道流量累积,probable,K6-1同属关键捕收剂。通过对累积流量进行差分可重构出其实际加入的动态瞬时流量。捕收剂用量的时序变化能够解释最终精矿SiO2品位及TFe回收率的波动，具有极大挖掘价值。,暂无采样记录,%MW1116,,,,,,,,,,,,,,,,,,,,,0x0000f748,,,,,,FX2_IODev,C,螺杆泵2501属于二次K6-1输送系统，是全厂公用的药剂输送设备,1,LowChange
FX_LT_1601_HSV,REAL,一系列粗选给矿泵池液位液位控制上限,questionable,【强制捞回分析】粗选给矿泵池液位控制上限正常固定，但如果在时间序列中发生人为修改，强烈暗示上游来料发生了剧烈波动（如流量或浓度激增），操作工被迫放宽死区。这种干预动作本身就是入浮工艺失稳的前兆，具备前馈异常提示的挖掘潜力。,暂无采样记录,%MW1500,,,,,,,,,,,,,,,,,,,,,0x0000f834,,,,,,FX1_IODev,A,包含'一系列'前缀，属于新1#专有的粗选给矿泵池液位控制参数,14,Active
FX_LT_1601_F_HSV,REAL,一系列粗选给矿泵池液位频率控制上限,questionable,【强制捞回分析】修改粗选给矿变频器的频率控制上限，说明现有的泵送能力可能无法应对当前高浓度的入浮干矿量或突发的物料涌入。这通常意味着细泥或原矿量急剧增大，属于系统即将面临过负荷或起泡失控恶性循环的侧面表征参数，具备挖掘价值。,暂无采样记录,%MW1504,,,,,,,,,,,,,,,,,,,,,0x0000f836,,,,,,FX1_IODev,A,包含'一系列'前缀，属于新1#专有的粗选给矿泵池频率控制参数,1,LowChange
FX_FXJ401_U,REAL,浮选机(粗选)401电压,questionable,【强制捞回分析】粗选主浮选机的电压虽然主要受电网控制，但在全厂大型设备同时启停或由于粗选槽矿浆比重异常突增导致的大面积带载加重时，可能出现高频的电压微小波动骤降。在缺乏精确扭矩和黏度测量仪表时，它可尝试作为宏观动力消耗侧面映射的非线性特征源。,暂无采样记录,%MW1230,,,,,,,,,,,,,,,,,,,,,0x0000f854,,,,,,FX1_IODev,C,浮选机401无系列标识，属于公用浮选设备编号，可能是老区设备,1220051,Active
FX_LT_1601_BJ_HSV,REAL,一系列粗选给矿泵池液位液位报警上限,questionable,虽然是报警上限，但如果在历史数据中发现该上限被修改，往往意味着车间正经历大幅度的负荷变动（如整体提产或降量），操作工主动拓宽了液位安全边界。它可以作为宏观工况切换的潜在标志。,暂无采样记录,%MW1600,,,,,,,,,,,,,,,,,,,,,0x00011b60,,,,,,FX1_IODev,A,包含'一系列'前缀，属于新1#专有的粗选给矿泵池液位报警参数,1,LowChange
FX_AH1_AI6,REAL,浮选1#进线柜总瞬时有功功率,questionable,作为进线柜总瞬时有功功率，虽然包含众多设备的用电量，但浮选厂的主力负荷为搅拌电机和主干矿浆泵。当矿石性质突变（如变细、泥化严重）或药剂（如淀粉）添加过量导致矿浆极度黏稠时，搅拌阻力会显著增加，并在宏观瞬时有功功率上留下异常波峰。具备作为全流程表观黏度和动力学状态代理变量的挖掘潜力。,暂无采样记录,%MW1710,,,,,,,,,,,,,,,,,,,,,0x00011de5,,,,,,FX1_IODev,A,浮选1#进线柜明确标识1#，属于新1#专有的电力监控设备,23627,Active
FX_AH2_AI6,REAL,浮选2#进线柜总瞬时有功功率,questionable,与1#进线柜同理，总有功功率的瞬时变动可以敏锐捕捉到大型工艺设备（如大功率搅拌槽、浮选机）的群体负荷偏移。在无直接测黏仪表的限制下，通过高通滤波提取其频域波动特征，有希望间接观测到矿浆浓度和黏度的恶化，强制召回作为可疑特征。,暂无采样记录,%MW1724,,,,,,,,,,,,,,,,,,,,,0x00011dec,,,,,,FX1_IODev,B,浮选2#进线柜明确标识2#，属于新2#专有的电力监控设备,8116,Active
FX_AH5_AI6,REAL,浮选1#低压室1#变压器总瞬时有功功率,questionable,低压室变压器总瞬时有功功率。即使颗粒度较粗，但变压器瞬时有功功率的趋势能够反映所辖多台浮选机或配药设备的集体工况。若能结合处理量进行归一化，可尝试提取出‘单位矿石的机械搅拌能耗’特征，对诊断过度加药造成的“压槽”有辅助价值。,暂无采样记录,%MW1738,,,,,,,,,,,,,,,,,,,,,0x00011df3,,,,,,FX1_IODev,A,浮选1#低压室1#变压器明确标识1#，属于新1#专有的电力设备,83688,Active
FX_AH6_AI6,REAL,浮选1#低压室2#变压器总瞬时有功功率,questionable,同属于变压器级别的总瞬时有功功率，在浮选黑箱中，任何能够实时反映机械阻力（电机出力）的变量都弥足珍贵。该信号包络了局部机组群的流体动力学反馈，值得结合残差监控，挖掘其与跑槽、沉槽等异常工艺状态的隐含关联。,暂无采样记录,%MW1752,,,,,,,,,,,,,,,,,,,,,0x00011dfa,,,,,,FX1_IODev,A,浮选1#低压室2#变压器明确标识1#，属于新1#专有的电力设备,53136,Active
FX_AH7_AI6,REAL,浮选2#低压室1#变压器总瞬时有功功率,questionable,2#低压室1#变压器总瞬时有功功率。浮选过程的宏观热力学与流体力学变化（如加温导致黏度下降，负荷减轻）会微弱地映射在有功功率中。这种电气侧的高频实时数据具备作为降维状态估计输入的可能性，作为边缘特征强制召回。,暂无采样记录,%MW1766,,,,,,,,,,,,,,,,,,,,,0x00011e01,,,,,,FX1_IODev,B,浮选2#低压室1#变压器明确标识2#，属于新2#专有的电力设备,42836,Active
FX_AH9_AI6,REAL,浮选3#低压室1#变压器总瞬时有功功率,questionable,3#低压室1#变压器总瞬时有功功率。该变量实时反映了特定区域工艺设备的做功总和。当矿浆液位异常升高、浓度过大或旋流器底流跑粗造成“沉槽”时，实际做功必然增加。作为少数无滞后的实时反馈信号，可用深度学习模型提取其隐含负荷变动。,暂无采样记录,%MW1794,,,,,,,,,,,,,,,,,,,,,0x00011e0f,,,,,,FX1_IODev,C,浮选3#低压室属于老区设备（1#-8#），是全厂公用的电力系统,25360,Active
FX_AH10_AI6,REAL,浮选3#低压室2#变压器总瞬时有功功率,questionable,3#低压室2#变压器总瞬时有功功率。同样作为电气瞬时做功变量，强制保留以补全厂房整体的电气动力负荷全貌。结合历史工况差分，有希望重构出各工艺段负荷分布的漂移图，为预判原矿性质骤变或品位崩溃提供前置诊断依据。,暂无采样记录,%MW1808,,,,,,,,,,,,,,,,,,,,,0x00011e16,,,,,,FX1_IODev,C,浮选3#低压室属于老区设备（1#-8#），是全厂公用的电力系统,35303,Active
FX_AH14_AI5,REAL,浮选5#鼓风机变频总功率因素,questionable,【强制捞回】虽然功率因数是电气指标，但在变频鼓风机系统中，功率因数的非线性波动往往与电机负载率直接相关。根据工艺规则，充气量是决定气泡表面积和排硅能力的关键。挖掘该变量可作为变频器调节风量或风道背压异常的潜在特征指纹。,暂无采样记录,%MW1876,,,,,,,,,,,,,,,,,,,,,0x00011e38,,,,,,FX1_IODev,C,浮选5#鼓风机属于公用鼓风机系统，无系列标识，是全厂共享的动力供风设备,107803,Active
FX_AH14_AI7,REAL,浮选5#鼓风机变频总瞬时无功功率,questionable,【强制捞回】鼓风机的瞬时无功功率变化能反映电机的励磁状态及微观负载波动。当浮选槽内液位突变或充气管道结垢导致排风背压改变时，负载机械扰动会转化为无功功率的微弱跳变，具有挖掘流体动力学边界条件突变的潜力。,暂无采样记录,%MW1880,,,,,,,,,,,,,,,,,,,,,0x00011e3a,,,,,,FX1_IODev,C,浮选5#鼓风机属于公用鼓风机系统，无系列标识，是全厂共享的动力供风设备,139,Active
FX_AH16_AI1,REAL,浮选6#鼓风机变频组合有功总电量,questionable,【强制捞回】虽然有功总电量是长期累计值，但通过在时序模型中引入其一阶差分（即单位时间耗电量），能够精准还原6#鼓风机的平均有功功率。这直接关联到浮选机的宏观充气强度，可作为判断系统是否处于起泡能力过剩或不足状态的关键能量约束变量。,暂无采样记录,%MW1882,,,,,,,,,,,,,,,,,,,,,0x00011e3b,,,,,,FX1_IODev,C,浮选6#鼓风机属于公用鼓风机系统，无系列标识，是全厂共享的动力供风设备,16778,Active
FX_AH16_AI5,REAL,浮选6#鼓风机变频总功率因素,questionable,【强制捞回】同5#鼓风机，6#鼓风机变频器的功率因数可用于监测设备是否运行在最佳效率区间。若浮选槽因矿浆浓度异常导致风管阻力增加，电机负载特性的偏移将反映在功率因数上，有望用于识别潜在的沉槽或翻花先兆。,暂无采样记录,%MW1890,,,,,,,,,,,,,,,,,,,,,0x00011e3f,,,,,,FX1_IODev,C,浮选6#鼓风机属于公用鼓风机系统，无系列标识，是全厂共享的动力供风设备,21532,Active
FX_AH16_AI7,REAL,浮选6#鼓风机变频总瞬时无功功率,questionable,【强制捞回】6#鼓风机的瞬时无功功率高频波动特征可能暗示风机工作在喘振区或机械叶轮存在磨损（导致定子间隙变化）。这种设备亚健康状态会破坏充气的均匀性，进而通过改变动态接触角隐性恶化精矿品位，具备深度特征提取价值。,暂无采样记录,%MW1894,,,,,,,,,,,,,,,,,,,,,0x00011e41,,,,,,FX1_IODev,C,浮选6#鼓风机属于公用鼓风机系统，无系列标识，是全厂共享的动力供风设备,33,Active
MC1_TM201DL_AI,REAL,1#塔磨机电流,probable,塔磨机电流是反映磨机内部做功负荷的核心参数，直接决定了矿石的单体解离度，解离度是后续磁选提高精矿品位的基础。,,%MW2,,,,,,,,,,,,,,,,,,,,,0x0001b4a0,,,,,,MC1_IODev,C,1#塔磨机属于公用磨矿设备，无系列标识，是全厂共享的磨磁工序设备,0,Dead
MC1_TM202DL_AI,REAL,2#塔磨机电流,probable,塔磨机电流直接反映磨矿强度和物料解离效果，是品位预测模型中最核心的特征之一。,,%MW4,,,,,,,,,,,,,,,,,,,,,0x0001b4a1,,,,,,MC1_IODev,C,2#塔磨机属于公用磨矿设备，无系列标识，是全厂共享的磨磁工序设备,0,Dead
MC1_TM203DL_AI,REAL,3#塔磨机电流,probable,塔磨机的工作电流与给料量及内部钢球负荷直接相关，对溢流细度和最终铁品位有绝对的因果关系。,,%MW6,,,,,,,,,,,,,,,,,,,,,0x0001b4a2,,,,,,MC1_IODev,C,3#塔磨机属于公用磨矿设备，无系列标识，是全厂共享的磨磁工序设备,0,Dead
MC1_TM204DL_AI,REAL,4#塔磨机电流,probable,该连续变量反映塔磨机研磨矿浆的功率输入，若发生电流突降则可能意味空转跑粗，严重影响精矿品位。,,%MW8,,,,,,,,,,,,,,,,,,,,,0x0001b4a3,,,,,,MC1_IODev,C,4#塔磨机属于公用磨矿设备，无系列标识，是全厂共享的磨磁工序设备,0,Dead
MC1_TM205DL_AI,REAL,5#塔磨机电流,probable,塔磨机定子电流是衡量微细粒赤铁矿解离状况的关键连续变量，强相关于精矿品位和降硅效果。,,%MW10,,,,,,,,,,,,,,,,,,,,,0x0001b4a4,,,,,,MC1_IODev,C,5#塔磨机属于公用磨矿设备，无系列标识，是全厂共享的磨磁工序设备,0,Dead
MC1_TM206DL_AI,REAL,6#塔磨机电流,probable,反映6#塔磨机的实时粉碎效能，磨矿不充分会产生连生体，直接导致强磁选精矿品位变差。,,%MW12,,,,,,,,,,,,,,,,,,,,,0x0001b4a5,,,,,,MC1_IODev,C,6#塔磨机属于公用磨矿设备，无系列标识，是全厂共享的磨磁工序设备,1,LowChange
MC1_FET101_AI,REAL,1#三次分级旋流器沉砂加水管道流量,probable,沉砂加水流量决定了底流返回塔磨机时的矿浆浓度，浓度过高或过低都会破坏磨矿效率，直接影响最终产品细度和品位。,,%MW18,,,,,,,,,,,,,,,,,,,,,0x0001b4a8,,,,,,MC1_IODev,C,1#三次分级旋流器属于公用旋流器群，是全厂共享的分级系统设备,1226731,Active
MC1_FV101_AI,REAL,1#三次分级旋流器沉砂加水管道阀位反馈,probable,阀位反馈代表实际加水动作的开度，是决定沉砂浓度的控制手柄，与加水流量强相关，直接影响塔磨机磨矿状态。,,%MW20,,,,,,,,,,,,,,,,,,,,,0x0001b4a9,,,,,,MC1_IODev,C,1#三次分级旋流器相关阀门属于公用旋流器群，是全厂共享的分级系统设备,1035925,Active
MC1_FET102_AI,REAL,1#三次分级旋流器给矿管道流量,probable,旋流器给矿流量决定了旋流器的处理量和内部流场离心力，是决定溢流粒度和“跑粗”风险的核心流体参数。,,%MW22,,,,,,,,,,,,,,,,,,,,,0x0001b4aa,,,,,,MC1_IODev,C,1#三次分级旋流器给矿管道属于公用旋流器群，是全厂共享的分级系统设备,1283689,Active
MC1_LET101_AI,REAL,1#三次分级旋流器给矿泵池液位,probable,泵池液位波动会导致给矿泵喘振或抽空，直接破坏旋流器分级的给矿压力和稳定性，是防跑粗的关键特征。,,%MW26,,,,,,,,,,,,,,,,,,,,,0x0001b4ac,,,,,,MC1_IODev,C,1#三次分级旋流器给矿泵池属于公用旋流器群，是全厂共享的分级系统设备,676097,Active
MC1_FET103_AI,REAL,1#三次分级旋流器给矿泵池加水管道流量,probable,泵池加水流量直接调节入料矿浆浓度，如果给矿太浓会引起溢流跑粗，是决定旋流器分级效率和最终品位的核心变量。,,%MW28,,,,,,,,,,,,,,,,,,,,,0x0001b4ad,,,,,,MC1_IODev,C,1#三次分级旋流器加水管道属于公用旋流器群，是全厂共享的分级系统设备,1112463,Active
MC1_LV101_AI,REAL,1#三次分级旋流器给矿泵池加水管道阀位反馈,probable,加水阀门实际反馈开度，反映了系统入料浓度的调节力度，与浓度波动和品位有着明确的因果关系。,,%MW30,,,,,,,,,,,,,,,,,,,,,0x0001b4ae,,,,,,MC1_IODev,C,1#三次分级旋流器加水阀门属于公用旋流器群，是全厂共享的分级系统设备,975808,Active
MC1_FET201_AI,REAL,2#三次分级旋流器沉砂加水管道流量,probable,调节2#旋流器底流进入塔磨前的浓度，防止塔磨机糊球或物料短路，直接影响磨矿质量。,,%MW34,,,,,,,,,,,,,,,,,,,,,0x0001b4b0,,,,,,MC1_IODev,C,2#三次分级旋流器属于公用旋流器群，是全厂共享的分级系统设备,1167255,Active
MC1_FV201_AI,REAL,2#三次分级旋流器沉砂加水管道阀位反馈,probable,该阀门的实际开度反馈验证了沉砂加水量的执行情况，是评估磨矿浓度控制闭环的重要连续变量。,,%MW36,,,,,,,,,,,,,,,,,,,,,0x0001b4b1,,,,,,MC1_IODev,C,2#三次分级旋流器相关阀门属于公用旋流器群，是全厂共享的分级系统设备,1007496,Active
MC1_FET202_AI,REAL,2#三次分级旋流器给矿管道流量,probable,2#旋流器入料总流量，决定单台设备的负荷，流量过大可能导致分级恶化跑粗，属于核心工艺特征。,,%MW38,,,,,,,,,,,,,,,,,,,,,0x0001b4b2,,,,,,MC1_IODev,C,2#三次分级旋流器给矿管道属于公用旋流器群，是全厂共享的分级系统设备,1266167,Active
MC1_FET301_AI,REAL,3#三次分级旋流器沉砂加水管道流量,probable,3#旋流器沉砂加水影响对应塔磨机的给料浓度，是维持有效解离度的关键工艺参数。,,%MW50,,,,,,,,,,,,,,,,,,,,,0x0001b4b8,,,,,,MC1_IODev,C,3#三次分级旋流器属于公用旋流器群，是全厂共享的分级系统设备,637760,Active
MC1_FV301_AI,REAL,3#三次分级旋流器沉砂加水管道阀位反馈,probable,3#沉砂加水阀位反馈真实反映了流体控制状态，和水量一起决定塔磨状态，高度相关。,,%MW52,,,,,,,,,,,,,,,,,,,,,0x0001b4b9,,,,,,MC1_IODev,C,3#三次分级旋流器相关阀门属于公用旋流器群，是全厂共享的分级系统设备,866061,Active
MC1_FET302_AI,REAL,3#三次分级旋流器给矿管道流量,probable,3#旋流器的处理矿量反馈，决定了离心分级力场强度，直接关联溢流产品细度。,,%MW54,,,,,,,,,,,,,,,,,,,,,0x0001b4ba,,,,,,MC1_IODev,C,3#三次分级旋流器给矿管道属于公用旋流器群，是全厂共享的分级系统设备,1024528,Active
MC1_LET301_AI,REAL,2#三次分级旋流器给矿泵池液位,probable,2#给矿泵池液位是物料平衡的脉搏，液位失控意味着供料脉动，会导致后续旋流器和磁选机状态全部崩溃。,,%MW58,,,,,,,,,,,,,,,,,,,,,0x0001b4bc,,,,,,MC1_IODev,C,2#三次分级旋流器给矿泵池属于公用旋流器群，是全厂共享的分级系统设备,87516,Active
MC1_FET303_AI,REAL,2#三次分级旋流器给矿泵池加水管道流量,probable,通过向给矿泵池补水改变矿浆流体黏度，防止粗颗粒混入溢流进入强磁选，是控制二氧化硅(SiO2)降低的关键手段。,,%MW60,,,,,,,,,,,,,,,,,,,,,0x0001b4bd,,,,,,MC1_IODev,C,2#三次分级旋流器加水管道属于公用旋流器群，是全厂共享的分级系统设备,1073908,Active
MC1_LV301_AI,REAL,2#三次分级旋流器给矿泵池加水管道阀位反馈,probable,控制泵池加水量的执行机构真实反馈，代表PID回路的调节动作，与矿浆浓度控制效果紧密绑定。,,%MW62,,,,,,,,,,,,,,,,,,,,,0x0001b4be,,,,,,MC1_IODev,C,2#三次分级旋流器加水阀门属于公用旋流器群，是全厂共享的分级系统设备,962727,Active
MC1_FET401_AI,REAL,4#三次分级旋流器沉砂加水管道流量,probable,4#旋流器底流浓度的调节关键，保证塔磨机有合适的矿浆浓度进行研磨，对解离至关重要。,,%MW66,,,,,,,,,,,,,,,,,,,,,0x0001b4c0,,,,,,MC1_IODev,C,4#三次分级旋流器属于公用旋流器群，是全厂共享的分级系统设备,1047892,Active
MC1_FV401_AI,REAL,4#三次分级旋流器沉砂加水管道阀位反馈,probable,沉砂加水的阀门反馈连续变量，可用于验证加水流量计的合理性或表征当前调节裕量，高度关联。,,%MW68,,,,,,,,,,,,,,,,,,,,,0x0001b4c1,,,,,,MC1_IODev,C,4#三次分级旋流器相关阀门属于公用旋流器群，是全厂共享的分级系统设备,1028197,Active
MC1_FET402_AI,REAL,4#三次分级旋流器给矿管道流量,probable,4#旋流器给矿流量是反映此单元处理量的宏观表征变量，过载会直接引起品位下降。,,%MW70,,,,,,,,,,,,,,,,,,,,,0x0001b4c2,,,,,,MC1_IODev,C,4#三次分级旋流器给矿管道属于公用旋流器群，是全厂共享的分级系统设备,1198893,Active
MC1_FET501_AI,REAL,5#三次分级旋流器沉砂加水管道流量,probable,5#旋流器的底流润湿补水量，干系着对应磨机的运行电流和解离效率，存在物理耦合关系。,,%MW82,,,,,,,,,,,,,,,,,,,,,0x0001b4c8,,,,,,MC1_IODev,C,5#三次分级旋流器属于公用旋流器群，是全厂共享的分级系统设备,1180953,Active
MC1_FV501_AI,REAL,5#三次分级旋流器沉砂加水管道阀位反馈,probable,水阀的开度反馈，真实反映工艺调节对塔磨机浓度的干预程度。,,%MW84,,,,,,,,,,,,,,,,,,,,,0x0001b4c9,,,,,,MC1_IODev,C,5#三次分级旋流器相关阀门属于公用旋流器群，是全厂共享的分级系统设备,1008773,Active
MC1_FET502_AI,REAL,5#三次分级旋流器给矿管道流量,probable,给矿流量大小体现了5#旋流器的瞬时负荷，是预测分级跑粗概率的关键特征组合之一。,,%MW86,,,,,,,,,,,,,,,,,,,,,0x0001b4ca,,,,,,MC1_IODev,C,5#三次分级旋流器给矿管道属于公用旋流器群，是全厂共享的分级系统设备,1263840,Active
FX_8F07_ZT,INT,电动阀(输送二次K6-1粗选)8F07状态,questionable,同为粗选抑制剂输送电动阀的状态信号。虽然断药会严重影响铁精矿品位，但单纯的状态位信号在建模时容易成为稀疏的零方差特征，需结合实际药剂流量使用，因此可疑。,暂无采样记录,%MW1228,,,,,,,,,,,,,,,,,,,,,0x0000f20c,,,,,,FX2_IODev,C,电动阀名称无系列标识，注释中'输送二次K6-1粗选'属于药剂分配系统，但无明确1#/2#前缀，属于公用分配阀门,0,Dead
FX_8F08_ZT,INT,电动阀(输送二次K6-1粗选)8F08状态,questionable,粗选加药管路的阀门状态信号。与精矿抑制机制强相关，但由于数据类型限制（极可能是定值状态），对连续的品位回归预测价值可能有限，属于间接特征。,暂无采样记录,%MW1229,,,,,,,,,,,,,,,,,,,,,0x0000f20d,,,,,,FX2_IODev,C,电动阀名称无系列标识，注释中'输送二次K6-1粗选'属于药剂分配系统，但无明确1#/2#前缀，属于公用分配阀门,0,Dead
FX_8F09_ZT,INT,电动阀(输送二次K6-1粗选)8F09状态,questionable,控制粗选抑制剂的电动阀状态。设备状态正常运行时无波动，仅在异常或检修时变化，对正常工况下的品位波动解释力弱，故判定为可疑。,暂无采样记录,%MW1230,,,,,,,,,,,,,,,,,,,,,0x0000f20e,,,,,,FX2_IODev,C,电动阀名称无系列标识，注释中'输送二次K6-1粗选'属于药剂分配系统，但无明确1#/2#前缀，属于公用分配阀门,0,Dead
FX_8F10_ZT,INT,电动阀(输送二次K6-1粗选)8F10状态,questionable,粗选加药相关的电动阀状态变量。虽然逻辑上控制了抑制剂的通路，但无法量化药剂消耗量，作为特征可能只起到标记工况的作用。,暂无采样记录,%MW1231,,,,,,,,,,,,,,,,,,,,,0x0000f20f,,,,,,FX2_IODev,C,电动阀名称无系列标识，注释中'输送二次K6-1粗选'属于药剂分配系统，但无明确1#/2#前缀，属于公用分配阀门,0,Dead
FX_8F11_ZT,INT,电动阀(输送二次K6-1粗选)8F11状态,questionable,代表输送抑制剂至粗选槽的阀门工作状态。在自动化回路中仅作联锁保护或启停监控，不如流量前馈信号对品位预测有直接帮助。,暂无采样记录,%MW1232,,,,,,,,,,,,,,,,,,,,,0x0000f210,,,,,,FX2_IODev,C,电动阀名称无系列标识，注释中'输送二次K6-1粗选'属于药剂分配系统，但无明确1#/2#前缀，属于公用分配阀门,0,Dead
FX_8F12_ZT,INT,电动阀(输送二次K6-1粗选)8F12状态,questionable,粗选加药系统电动阀状态。除非发生突发的管路切换或停机故障，否则该变量几乎不携带与品位微小波动相关的有效信息。,暂无采样记录,%MW1233,,,,,,,,,,,,,,,,,,,,,0x0000f211,,,,,,FX2_IODev,C,电动阀名称无系列标识，注释中'输送二次K6-1粗选'属于药剂分配系统，但无明确1#/2#前缀，属于公用分配阀门,0,Dead
FX_8F13_ZT,INT,电动阀(输送二次K6-1粗选)8F13状态,questionable,输送二次K6-1至粗选的阀门状态。淀粉量影响精矿品位，但阀门数字状态不能精确反映淀粉加量，存在特征冗余和死值风险。,暂无采样记录,%MW1234,,,,,,,,,,,,,,,,,,,,,0x0000f212,,,,,,FX2_IODev,C,电动阀名称无系列标识，注释中'输送二次K6-1粗选'属于药剂分配系统，但无明确1#/2#前缀，属于公用分配阀门,1,LowChange
